production_date,gas_sales,oil_sales,pf_fuel,vent_flare,water,field_remarks,source_file
2023-09-14,9885,384,62,15,305,"HI- 547
B
S/I 1
hr due to monthly ESD and Holding checks
Did our monthly ESD and holding checks.
Offloaded and backloaded Emilie Rose.
Dumped chemical totes to day tanks and backloaded empty totes to Emilie Rose.
Installed new Turbine on fuel gas scrubber while S/I, will get Craig with Intertek to 
calibrate and put in service when he gets out.
Washed out Dehy Unit skid and deck around skid.
Floated over skimmer and chemical skid.
HI- 547
C
S/I 1
hr due to monthly ESD and Holding checks, C- 2 S/I 5
hrs due to SCSSV closing.
Made Daily visit.
Checked over chemical rates and did walk through.
Performed monthly ESD and holding checks on wells.
Did the platform status and chemical inventory.
Emptied Corrtreat chemical tote to day tank and backloaded Emilie Rose.",2023-09-15__Arena Partner DPR.pdf
2023-09-15,10685,402,75,24,323,"HI- 547
B
B-wells S/I 1.5
hrs due to Comp. bad 
#1 Cyl. 2
nd stage discharge valves
H.I.S did the annual firefighting and replaced foam in AFFF unit.
Made adjustments to weir plate on floatcell to help it floatover and continued to 
monitor through the day.
Went through crane with new operator and walked him through pre-use and 
watched him operate crane moving a tote tank on top deck.
Circulated bottoms on dry oil tank and pulled down bottoms off wet oil tank.
Added oil to diesel generator and washed-out skid.
Got al JSA
’
s and SWP
’
s ready for HI 536
C job.
Painted on the inlet filter Sep. and shut down due to rain.
Pelstar on location getting set up for quarterly PM on FWP, deisel generator and 
gas generator.
Unclogged a stopped up 2
” 
drain line on pipeline pump skid.
HI- 547
C
Made Daily visit.
H.I.S did the annual firefighting.
Checked over wells and pulled shakeouts.
Made adjustments to fuel gas controller and will continue to monitor.",2023-09-16__Arena Partner DPR.pdf
2023-09-16,11085,402,90,32,323,"HI- 547
B
B-wells S/I 4
hrs due to Compressor going down from bad 
#1
-cylinder 2
nd stage 
discharge valves, Pelstar replaced one valve and rebuilt the other got unit back 
online, will send old discharge valves to M&J for repair on next boat run.
Pelstar did quarterly PM on the FWP and diesel generator.
Annual FLIR findings, actuator seal around piston is cut leaking by causing the 
release, will order another actuator.
GSSI set up equipment for FWP full tank repair.
Crane Ops. Personal Transfers to the Emilie Rose and the Ms. Melissa.
HI- 547
C
No daily visit due to weather.
HI- 474
A
Made visit and H.I.S did the annual firefighting.
Checked over platform from plus 10 to the heliport and looked for any repairs.
HI- 536
C
Made visit and H.I.S did the annual firefighting.
Removed 2 125 pound wheel units from platform.
Ms. Melissa on location with construction to start MI repairs. Had to shut down 
today due to weather.",2023-09-17__Arena Partner DPR.pdf
2023-09-17,11215,377,67,13,311,"HI- 547
B
GSSI sand blasting fuel tank and applied belzona to fuel tank, will start painting 
process tomorrow.
Painted inlet filter Sep. and stenciled new rigging box.
Added oil to our Compressor and generator day tanks.
Checked chemical rates and gas lift rates.
Did our weekly Biocide treatment.
Started test on B- 1 well.
Pelstar did quarterly PM on the Gas generator and finished off diesel generator.
Rebuilt Nomad M- 4 Diaphragm circulating pump for wet & dry oil tank.
Crane Ops Personal transfer M/V Emilie Rose.
Floated over Skimmer and Floatcell.
H.I.S fished up annual firefighting and life saving and headed in.
HI- 547
C
Made daily visit.
Got new swing ropes, SS shackles and cables ready to install next time we have 
rope access on location.
Started test on C- 1 well.
WC- 544
Made visit and H.I.S did the annual firefighting.
VR- 342
Made visit and H.I.S did the annual firefighting.",2023-09-18__Arena Partner DPR.pdf
2023-09-18,10974,360,73,34,311,"HI- 547
B
B-wells S/I 4
hrs due to Comp. S/I on high 2
nd stage suction pressure, Cyl. # 1 2
nd 
stage discharge valves bad and also 2 2
nd stage suction valves bad, replaced
valves and got unit back up and running.
GSSI applied another coat of paint on FWP fuel tank, cleaned up on sub-cellar deck 
and loaded all equipment and backloaded on M/V Emilie Rose. Will apply last coat 
of paint in the morning and they will be finished.
Painted inlet filter Sep.
Function tested FWP and put back in service.
Crane Ops Personal transfer M/V Emilie Rose.
Floated over Skimmer and Floatcell.
Installed new 8
” 
thief hatch on sump.
Rosefield came out and proved lact meters, entered in SEMS and Veris.
Changed barton recorder chart timer on test Sep.
Changed sock filters on Dehy unit.
Entered test on B- 1 well and put B- 4 well in test Sep. will start test tomorrow.
ESSI started quarterly on navaids, foghorn and fire and gas.
HI- 547
C
Made daily visit.
Pulled shakeouts on wells and made rounds looked over equipment.
Entered test on C- 1 well.
ESSI completed navaid and foghorn quarterly inspection.
HI- 474
A
ESSI completed navaid and foghorn quarterly inspection, everything looked good.
HI- 536
C
ESSI completed navaid and foghorn quarterly inspection, everything looked good.",2023-09-19__Arena Partner DPR.pdf
2023-09-19,11025,305,52,11,311,"HI- 547
B
ESSI did our quarterly fire and gas detection inspection and also did our annual ESD 
with office thermal and gas detector. Uploaded in SEMS and Veris.
Walked through and looked for heat trace and we have non on 547
B, will close out 
in task manager.
GSSI finished up fuel tank repair and headed in.
Cleaned out gas generator building.
Crane Ops. Ms. Melissa personnel transfer Oceaneering guy for HI 536
C job.
Installed new glycol pump.
Intertek calibrated NuFlow meter for fuel gas run.
HI- 547
C
Made daily visit.
Took shakeouts and looked over equipment.
Semi-annual position control register.
Walked through and looked for heat trace and we have none on 547
C, will close 
out in task manager.
Put all new swing ropes, cables, shackles in Conex box.",2023-09-20__Arena Partner DPR.pdf
2023-09-20,10976,419,40,13,311,"HI- 547
B
Intertek calibrated meters and assisted operations with Barton recorder timer.
Started test on B- 4 well.
Did our FWP, life capsule, platform status and chemical inventory.
Finished painting inlet filter Sep.
Went through SEMS and task manager.
Cleaned out glycol, Hp, Skimmer skids.
HI- 547
C
Made daily visit.
Took chemical inventory and did platform status.
Took shakeouts and looked over equipment.",2023-09-21__Arena Partner DPR.pdf
2023-09-21,10721,394,52,13,311,"HI- 547
B
Intertek changed out turbines. Swapped meter runs. Replaced grease cert on 
condensate run 
#2 block valve.
Entered MI repair in Task Manager for handrail on west side platform.
Crane Ops. Offloaded and backloaded Mv. Ms Melissa personnel transfer, 
backloaded 2 grocery boxes for EC- 328 and 1 box for Ms. Melissa and kicked boat
Crane Ops offloaded and backloaded Mv. Emilie Rose.
Stenciled component ID on inlet filter Sep.   
Floated over skimmer and Floatcell, circulated dry oil tank.
Started painting Ospho rust converter on FWP Skid, panel stand and piping.
Uploaded weeklies in SEMS.
Changed potable water filters.
Topped off diesel day tank.
Got manifest, JSA
’
s and supplies ready for boat run.
HI- 547
C
Made daily visit.
Took shakeouts, checked chemical rate, looked over platform.",2023-09-22__Arena Partner DPR.pdf
2023-09-22,10889,401,54,13,311,"HI- 547
B
Crane Ops. M/V Emilie Rose taking on diesel, backloaded boat, personal transfer.
Put away grocery
’
s and supplies.
Continued painting project on the FWP.
Started test on B- 2 well.
Intertek finished off paperwork, assisted operations putting away supplies.
Oceaneering finished up and headed in.
Cleaned out quarters and the galley after all supplies put up.
Entered  MI handrail repair into task manager.
HI- 547
C
Made daily visit.
Put C- 2 well to test and adjusted back pressure on separator and started test.
Oceaneering installed new swing ropes and they are 1
’ 
from deck.
Did our position control register. 
HI- 536
C
Offloaded construction equipment from Emilie Rose for the completion of HI 536
C 
job, have it on HI 547
B deck.",2023-09-23__Arena Partner DPR.pdf
2023-09-23,10904,414,47,13,311,"HI- 547
B
Gas generator had oil leak coming out Turbo support on cam due to vibration, 
contacted Chris and let him know and we tightened bolts back down to stop the 
leak.
Intertek and EST worked on installing new total flow, need to install more credit to 
install more transmitters currently will not take the configuration. Craig seeing 
about the extra credit and should have by next hitch to install.
Started cleaning up Conex and organized tubing ferrule bend.
Changed out old Carabiners on life rafts.
Finished painting the frame and engine stand on FWP, FWP painting project 
complete.  
Cleaned out sight glasses and bridals on separator
’
s.
Entered test on B- 2 well.
Painted Aux ball on crane red.
Jeff with EST started bending and running tubing for generator coolant line.
HI- 547
C
Made daily visit.",2023-09-24__Arena Partner DPR.pdf
2023-09-24,10706,355,180,12,311,"HI- 547
B
Did our weekly Biocide treatment.
Jeff with EST continued bending and installing tubing for gas generator coolant line.
Continued organizing Conex box.
Added Glycol to Dehy Unit.
Circulated dry oil tank, floated over skimmer and Floatcell.
Replaced a bad float in toilet.
HI- 547
C
Made daily visit.
Danos did our quarterly valve maintenance.
Craig with Intertek changed out turbine on test sep.",2023-09-25__Arena Partner DPR.pdf
2023-09-25,11419,450,40,14,349,"HI- 547
B
Cleaned out all skids and drains around platform.
Jeff with EST continued bending tubing and installing coolant line to gas generator, 
installed 2 new TSE over new paint lockers, changed out PSV on circulation pump
and bent tubing for exhaust for the pump.
Did our weekly changeout on glycol sock filters.
Repaired the shuttle in the nomad circulation pump.
Floated over skimmer and Floatcell.
HI- 547
C
Made daily visit.
Bumped choke on C- 1 well from a
16/128 to a
18/128 , spot rate of 9.648 mmcf, 696 total fluid. Started well test on well at 1
pm. Will monitor pressures and adjust 
as requested by upper  management.
Danos brought new high pressure grease gun back yesterday, it is in Conex box.
Entered test on C- 2 well.
Checked cat heaters on fuel gas control valves one good and will have to order a 
new one for the other fuel gas run.
HI- 474
A
Gulf Crane went and did survey to make sure we have all equipment and parts 
listed for boom tip change out on west crane, he will send list to Keanon with gulf 
crane of things needed.
Installed new 10
Ib fire extinguisher in crane and installed 3 new type 1 life vest.
Did platform status.",2023-09-26__Arena Partner DPR.pdf
2023-09-26,11659,470,54,14,300,"HI- 547
B
Rebuilt Nomad dry oil/wet oil tank circulation pump got it back in operation.
Jeff repaired and converted lights to LED around platform on production deck and 
main deck, installed oiler on Nomad circulation pump.
Continued cleaning up around platform for crew change.
Sent 6 pack nitrogen bottle rack, HP hose, quick connect and regulator to WC 544 .
Got relief notes together.
Entered position control register in SEMS.
HI- 547
C
Made daily visit.
Opened water outlet on test sep. to 3 phase separator and had to clean out turbine
and make adjustments, ordered new studs and gaskets for flanges.
Craig will get with Intertek about turbine for water meter run.",2023-09-27__Arena Partner DPR.pdf
